mOTU ID	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)														
HN_SY_bin_42	96.08	1.561	64.6	27583	2979073	174	2985	107271	0.905310823	c__Alphaproteobacteria (UID3305)	349	60	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__DSM-21159;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhodovibrionaceae;g__;s__	
HN_SY_bin_43	86.19	3.453	62	8387	3559443	583	3760	37441	0.918482288	c__Gammaproteobacteria (UID4443)	451	33.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
HN_SY_bin_44	93.97	2.98	62.3	39495	4479031	188	4056	115360	0.895841975	c__Gammaproteobacteria (UID4444)	506	47.37	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__	
HN_SY_bin_45	55.2	1.829	67.9	4800	1938009	460	2190	14118	0.887930719	c__Gammaproteobacteria (UID4274)	577	37.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__41T-STBD-0c-01a;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	
HN_SY_bin_46	84.3	2.067	70.3	11335	4216788	477	4097	47858	0.904007682	c__Gammaproteobacteria (UID4443)	451	25	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__;s__	
HN_SY_bin_47	80.61	3.237	62.4	6266	2854170	561	3200	26115	0.893347406	f__Rhodobacteraceae (UID3361)	654	77.78	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseovarius;s__	
HN_SY_bin_48	57.75	0	68.1	4328	2612314	693	2870	15132	0.89516569	k__Bacteria (UID203)	104	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
HN_SY_bin_49	89.92	4.837	35.1	6152	2524427	519	2705	33442	0.905551731	k__Bacteria (UID2570)	270	31.58	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__IGN2;s__	d__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__	
HN_SY_bin_5	51.69	1.855	44.7	4117	2363960	606	2733	17767	0.837188762	p__Cyanobacteria (UID2192)	584	0	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__;g__;s__	d__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__;g__;s__	
HN_SY_bin_50	70.68	0	61.7	98027	3874589	55	3458	308573	0.898007484	k__Bacteria (UID203)	104	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
HN_SY_bin_51	57.35	3.655	53.4	11935	3591205	414	3564	45905	0.853419287	c__Deltaproteobacteria (UID3216)	247	77.78	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction
HN_SY_bin_52	69.44	2.688	55	9971	3351340	516	3297	52694	0.868820889	c__Deltaproteobacteria (UID3216)	247	0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction
HN_SY_bin_53	56.58	7.805	48	2117	3362744	1570	3855	6501	0.894363604	k__Bacteria (UID203)	104	93.55	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA11236;f__JADFYW01;g__;s__	d__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__;f__;g__;s__	
HN_SY_bin_55	53.84	6.818	70.9	2699	1181504	444	1471	16072	0.924295291	k__Bacteria (UID203)	103	20	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Jiangellales;f__;g__;s__	
HN_SY_bin_56	80.07	4.765	65.6	12933	3720288	404	3557	50286	0.903636382	c__Gammaproteobacteria (UID4267)	544	31.03	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1844;s__	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__	
HN_SY_bin_57	97.3	1.673	42.1	19271	1897887	159	1990	105250	0.856598259	o__Lactobacillales (UID355)	336	100	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus	
HN_SY_bin_58	63.79	0	63.2	39454	3039321	106	2930	138175	0.885238331	k__Bacteria (UID203)	104	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__41T-STBD-0c-01a;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	
HN_SY_bin_59	100	0.189	34.8	75012	2550185	77	2521	215834	0.851440259	o__Lactobacillales (UID543)	471	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	
HN_SY_bin_6	77.82	5.482	57.1	5008	3762135	893	4153	36606	0.83205791	c__Gammaproteobacteria (UID4274)	581	60	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__JACCYU01;f__JACCYU01;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
HN_SY_bin_60	61.71	3.092	59.8	3747	2482118	729	2901	18778	0.913387727	c__Gammaproteobacteria (UID4443)	451	57.14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
HN_SY_bin_61	62.93	1.689	48.7	3344	1442304	469	1896	40147	0.909858875	k__Archaea (UID2)	149	83.33	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__RBG-16-57-9;s__	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	
HN_SY_bin_62	71.08	2.73	44.2	5615	3348924	750	3169	33151	0.907325298	p__Bacteroidetes (UID2605)	316	44.44	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__M55B112;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	
HN_SY_bin_63	82.18	0.987	65.5	17141	2751478	204	2779	62273	0.887046567	c__Gammaproteobacteria (UID4274)	577	42.86	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__41T-STBD-0c-01a;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	
HN_SY_bin_64	56.19	0.069	64.1	4338	3014133	783	2809	25571	0.882754471	k__Bacteria (UID2565)	140	100	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Crateriforma;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Crateriforma;s__	
HN_SY_bin_65	72.84	8.078	38.1	8179	5159723	768	5101	43668	0.860028101	p__Cyanobacteria (UID2192)	584	81.4	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Crocosphaera;s__	d__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Aphanothecaceae;g__Crocosphaera;s__	
HN_SY_bin_66	77.44	8.636	61.7	3958	5595493	1510	5936	30467	0.87941952	k__Bacteria (UID1452)	163	40	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAAYZQ01;f__JAAYZQ01;g__;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__	
HN_SY_bin_67	81.44	2.08	69.9	6897	4029252	737	4269	30535	0.88286478	c__Alphaproteobacteria (UID3337)	388	57.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	
HN_SY_bin_68	61.1	4.187	64.9	3493	2115212	684	2674	12391	0.910497073	f__Rhodobacteraceae (UID3356)	617	11.54	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__IMCC34051;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	
HN_SY_bin_69	77.88	1.635	48.1	8198	5409600	773	5217	34522	0.813527292	c__Deltaproteobacteria (UID3216)	247	75	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2174_A;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction
HN_SY_bin_7	75.22	3.136	48.4	4141	3608136	976	4074	25352	0.82389424	c__Deltaproteobacteria (UID3216)	247	75	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	
HN_SY_bin_70	98.38	0.376	66.8	26847	5083506	392	4740	147222	0.850592753	c__Deltaproteobacteria (UID3216)	247	0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction
HN_SY_bin_71	57.49	0	53.4	5315	2913582	623	3030	20483	0.886548418	k__Bacteria (UID1452)	163	0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__JAFGQI01;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	
HN_SY_bin_72	91.29	2.701	63.3	22797	3692867	226	3598	103447	0.873218917	c__Gammaproteobacteria (UID4274)	581	7.14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SpSt-1174;f__SpSt-1174;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__	
HN_SY_bin_73	59.48	6.896	69.2	3103	2546592	861	3013	22122	0.908497807	k__Bacteria (UID203)	104	50	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Wenzhouxiangellaceae;g__;s__	
HN_SY_bin_74	50.96	8.655	51	2608	1699306	656	1970	7178	0.837498691	c__Deltaproteobacteria (UID3216)	247	72.22	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__BM002;f__BM002;g__BM002;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__;g__;s__	
HN_SY_bin_75	72.69	2.352	53.9	6603	4684600	820	4175	26742	0.856082652	k__Bacteria (UID2565)	140	0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Aureliella;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	
HN_SY_bin_76	55.61	4.813	64.9	6739	1954652	353	1987	31180	0.864347781	c__Gammaproteobacteria (UID4274)	581	9.52	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
HN_SY_bin_77	70.03	0.967	53.2	8269	4948982	744	4574	28614	0.831914503	c__Deltaproteobacteria (UID3216)	247	100	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction
HN_SY_bin_78	50.1	6.263	56	2470	1401716	576	1692	7185	0.920332463	k__Bacteria (UID2982)	230	30	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Verruco-01;g__CK1056;s__	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__;g__;s__	
HN_SY_bin_79	86.4	5.052	64.8	6717	3232517	629	3439	42712	0.914658375	c__Gammaproteobacteria (UID4267)	544	37.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__	
HN_SY_bin_8	71.14	0.793	69.5	4043	2434950	660	2857	16946	0.910378549	o__Rhodospirillales (UID3754)	336	20	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__JAAAPF01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	
HN_SY_bin_80	68.62	2.147	38.5	4411	4144378	1079	4519	25337	0.834259893	p__Cyanobacteria (UID2192)	584	75	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Pleurocapsa;s__	d__Bacteria;p__Cyanobacteria;c__;o__Pleurocapsales;f__Hyellaceae;g__Pleurocapsa;s__	
HN_SY_bin_81	85.2	4.51	66.2	7653	3115554	565	3469	31413	0.895723628	c__Gammaproteobacteria (UID4274)	581	48.28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SpSt-1174;f__SpSt-1174;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__	
HN_SY_bin_82	86.76	8.154	50.4	8864	5269892	798	5104	38417	0.828163353	c__Deltaproteobacteria (UID3216)	247	52.63	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction
HN_SY_bin_83	76.89	0	66.5	19360	3034639	229	2959	58910	0.904745298	k__Bacteria (UID203)	104	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XN24;f__XN24;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__	
HN_SY_bin_84	81.63	3.186	54.2	5478	2481930	533	2612	25264	0.905794862	s__algicola (UID2846)	571	55.56	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	
HN_SY_bin_86	55.05	8.117	69.1	5308	1780660	425	1931	28691	0.866513454	c__Gammaproteobacteria (UID4274)	581	82.05	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
HN_SY_bin_88	80.02	1.149	63	42848	3008192	107	2944	137651	0.868045958	c__Gammaproteobacteria (UID4274)	581	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SpSt-1174;f__SpSt-1174;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__	
HN_SY_bin_89	89.96	1.28	71.8	9709	4055745	570	4144	33330	0.886911857	c__Alphaproteobacteria (UID3337)	388	57.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	
HN_SY_bin_9	70.32	5.559	48.4	5937	5166297	1097	5662	26920	0.800347386	c__Deltaproteobacteria (UID3216)	247	50	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction
HN_SY_bin_90	96.92	4.906	58.1	123373	3557634	79	3272	284661	0.923777616	c__Gammaproteobacteria (UID4202)	481	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__	
HN_SY_bin_91	73.29	2.332	69.2	4056	3960614	1111	4103	19030	0.914618454	k__Bacteria (UID3187)	188	25	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	
HN_SY_bin_92	63.33	1.754	69.6	6557	3083115	545	2803	24940	0.901241625	k__Bacteria (UID203)	103	0	d__Bacteria;p__Planctomycetota;c__GCA-002687715;o__GCA-002687715;f__DRQF01;g__;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	
HN_SY_bin_93	67.35	4.294	37	6625	2242887	445	2286	24936	0.860901969	p__Cyanobacteria (UID2192)	584	47.83	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Cyanobacterium;s__	d__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Geminocystaceae;g__Cyanobacterium;s__	
HN_SY_bin_94	86.8	1.994	43.2	9779	3273503	464	3148	75360	0.916976386	o__Cytophagales (UID2936)	454	37.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__S012-113;s__	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	
HN_SY_bin_95	78.76	3.993	58.7	3861	3213905	933	3859	36092	0.894159894	f__Rhodobacteraceae (UID3360)	582	100	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseobacter;s__	
HN_SY_bin_96	65.82	2.184	48.8	3291	6953383	2275	6827	15687	0.886093303	k__Bacteria (UID3187)	188	0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__	d__Bacteria;p__Candidatus Aminicenantes;c__;o__;f__;g__;s__	
HN_SY_bin_97	73.11	5.219	60.5	3705	3701237	1113	3747	14537	0.884979511	k__Bacteria (UID2982)	230	60	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__DSYF01;g__;s__	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobia subdivision 3;g__;s__	
HN_SY_bin_98	51.72	6.034	68.2	2936	3151416	1111	3432	13788	0.918107298	k__Bacteria (UID203)	104	25	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	
HN_SY_bin_99	56.47	5.094	43.1	3376	4664847	1471	5150	49369	0.741512568	p__Cyanobacteria (UID2192)	584	78.57	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Oscillatoriaceae;g__Planktothricoides;s__	d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae;g__Planktothricoides;s__	
JS_LYG_bin_10	94.44	4.7	63.7	31237	3204815	180	3136	124155	0.911298134	k__Bacteria (UID3187)	188	0	d__Bacteria;p__Schekmanbacteria;c__;o__;f__;g__;s__	d__Bacteria;p__Candidatus Schekmanbacteria;c__;o__;f__;g__;s__	
JS_LYG_bin_101	56.3	0.498	43.5	2853	2115037	775	2570	8772	0.917343974	k__Bacteria (UID3187)	188	0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__	d__Bacteria;p__Candidatus Aminicenantes;c__;o__;f__;g__;s__	
JS_LYG_bin_102	69.91	1.791	57.5	3547	3488678	1100	3487	12219	0.829164334	k__Bacteria (UID2565)	142	33.33	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__Thermogutta;s__Thermogutta terrifontis	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__Thermogutta;s__Thermogutta terrifontis	
JS_LYG_bin_103	62.46	9.813	32	6882	680269	117	837	35702	0.86371424	k__Archaea (UID2)	149	27.27	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__AD8-1;s__	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	
JS_LYG_bin_104	54.55	8.566	62.1	11185	2276686	288	2522	62034	0.884360001	k__Bacteria (UID1453)	171	10.53	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__	
JS_LYG_bin_105	51.72	1.724	56.9	7229	2827516	458	3024	37053	0.889637524	k__Bacteria (UID203)	104	100	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
JS_LYG_bin_106	90.18	4.09	51.3	21299	6372401	614	6173	98003	0.859166788	k__Bacteria (UID1452)	163	0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__DSWF01;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
JS_LYG_bin_107	97.8	3.296	66.1	19357	4221922	363	3972	140042	0.900374237	k__Bacteria (UID2495)	147	33.33	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__WVYX01;s__	d__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__;s__	
JS_LYG_bin_110	51.17	3.274	47.2	3367	2599857	835	2771	26904	0.887469232	k__Bacteria (UID2569)	278	62.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAADJA01;g__JAADJA01;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	
JS_LYG_bin_114	55.28	4.522	50.8	2198	2764009	1239	3138	6967	0.856300619	k__Bacteria (UID3187)	188	11.11	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Acanthopleuribacterales;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__Holophagae;o__Acanthopleuribacterales;f__;g__;s__	
JS_LYG_bin_115	57.38	3.523	36.7	11071	1878157	205	1850	37363	0.903533849	f__Flavobacteriaceae (UID2845)	548	29.41	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	
JS_LYG_bin_116	80.81	8.579	47.1	21937	4169459	485	4248	110359	0.815864972	c__Deltaproteobacteria (UID3216)	247	21.74	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SURF-15;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	
JS_LYG_bin_119	50.53	5.58	68.9	3790	1850465	524	2261	17385	0.913637758	c__Gammaproteobacteria (UID4274)	581	38.46	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__QNFN01;f__QNFN01;g__QNFN01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
JS_LYG_bin_128	62.66	7.196	55	2552	4086745	1603	4544	12472	0.866967814	k__Bacteria (UID2565)	143	20	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__SG8-4;s__SG8-4 sp001303465	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__;f__;g__;s__	
JS_LYG_bin_129	65.48	3.524	60.6	13669	1981088	202	1996	54034	0.93096698	c__Gammaproteobacteria (UID4267)	544	25	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__;s__	
JS_LYG_bin_130	81.88	5.218	55	6842	2722374	515	2909	30657	0.908780642	c__Gammaproteobacteria (UID4444)	503	52.17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__	
JS_LYG_bin_131	52.65	2.91	53.6	3792	2568796	745	2938	26996	0.886361043	c__Gammaproteobacteria (UID4267)	544	5.88	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__JAAUQA01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__Candidatus Competibacteraceae;g__;s__	
