#BGC_ID	Product	Class	Organism	Taxonomy
BGC	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0002086	T1PKS	PKSI	Micromonospora carbonacea	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0002087	transAT-PKS.butyrolactone	Others	Burkholderia gladioli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0002088	T1PKS.PKS-like.oligosaccharide	Others	Micromonospora carbonacea	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0002089	NRPS	NRPS	Streptomyces scabiei 87.22	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002090	NRPS-like.T1PKS.prodigiosin	PKS-NRP_Hybrids	Streptomyces griseoaurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
BGC0002091	NRPS	NRPS	Yersinia ruckeri ATCC 29473	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
BGC0002092	NRPS	NRPS	Pseudomonas sp.	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0002093	NRPS.T1PKS	PKS-NRP_Hybrids	Talaromyces variabilis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces
BGC0002095	NRPS	NRPS	Streptomyces roseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002096	T1PKS	PKSI	Streptomyces sp. AJS327	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002097	T2PKS.ectoine	Others	Micromonospora ferruginea	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0002098	T1PKS	PKSI	Amycolatopsis keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
BGC0002100	NRPS.ladderane	Others	Streptomyces sp. CS147	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002101	T1PKS	PKSI	Streptomyces sp. CMB-0406	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002102	T1PKS	PKSI	Streptomyces platensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002103	CDPS	NRPS	Bacillus subtilis subsp. subtilis str. 168	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0002104	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces eurocidicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002105	T1PKS	PKSI	Streptomyces viridosporus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002106	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces rimosus subsp. rimosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002107	NRPS.T1PKS	PKS-NRP_Hybrids	Agrobacterium fabrum str. C58	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium,Agrobacterium tumefaciens complex
BGC0002108	NRPS.ladderane.arylpolyene	Others	Streptomyces viridosporus ATCC 14672	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002109	NRPS-like.NRPS.ladderane	Others	Kitasatospora sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,unclassified Kitasatospora
BGC0002110	lanthipeptide-class-ii	RiPPs	Streptomyces rimosus subsp. rimosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002111	lanthipeptide-class-iii	RiPPs	Bacillus thuringiensis serovar andalousiensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0002114	NRPS.transAT-PKS	PKS-NRP_Hybrids	Sandaracinus sp.	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Sandaracinaceae,Sandaracinus,unclassified Sandaracinus
BGC0002115		Others	Streptomyces albidoflavus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0002116		Others	Photorhabdus khanii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
BGC0002117	NRPS	NRPS	Halomonas sp. MG34	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
BGC0002118	NRPS.transAT-PKS	PKS-NRP_Hybrids	Candidatus Synoicihabitans palmerolidicus	Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Candidatus Synoicihabitans
BGC0002119	NRPS.transAT-PKS	PKS-NRP_Hybrids	Candidatus Synoicihabitans palmerolidicus	Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Candidatus Synoicihabitans
BGC0002120	thioamitides.thiopeptide.LAP	RiPPs	Nocardia terpenica	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
BGC0002122	NRPS	NRPS	Aneurinibacillus migulanus	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus group,Aneurinibacillus
BGC0002123	NRPS	NRPS	Pseudovibrio brasiliensis	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Pseudovibrio
BGC0002124	T1PKS	PKSI	Actinomadura verrucosospora	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0002125	NRPS	NRPS	Chromobacterium vaccinii	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
BGC0002126	NRPS	NRPS	Lysobacter sp. K5869	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,unclassified Lysobacter
BGC0002128	indole	Others	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0002129	T2PKS.oligosaccharide	Others	uncultured bacterium	Bacteria,environmental samples
BGC0002130	lanthipeptide-class-v	RiPPs	Streptomyces cacaoi	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002131	NRPS.T1PKS	PKS-NRP_Hybrids	Chloroflexi bacterium TSY	Bacteria,Chloroflexi
BGC0002132	RiPP-like	RiPPs	Methylosinus sp. LW4	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,unclassified Methylosinus
BGC0002133	RiPP-like	RiPPs	Methylosinus sp. LW3	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,unclassified Methylosinus
BGC0002134		Others	Xenorhabdus bovienii SS-2004	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0002135	NRPS	NRPS	Xenorhabdus bovienii SS-2004	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0002137	T2PKS.PKS-like	PKSother	Streptomyces sp. NRRL F-3213	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002138	T1PKS	PKSI	Streptomyces albireticuli	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002139	T1PKS	PKSI	Aspergillus burnettii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002140	T2PKS.oligosaccharide	Others	Streptomyces sp. MBT84	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002141	T2PKS.oligosaccharide.betalactone.PKS-like	Others	Streptomyces bottropensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002142	T1PKS.oligosaccharide	Others	Amycolatopsis sp. CA-230715	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unclassified Amycolatopsis
BGC0002143	T2PKS	PKSother	Streptomyces sp. CA-256286	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002144	LAP	RiPPs	Rhizobium sp. Pop5	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0002146	NRPS-like	NRPS	Cladobotryum sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Cladobotryum,unclassified Cladobotryum
BGC0002147	NRPS	NRPS	Streptomyces sp. CB02009	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002148		Others	Sphaerospermopsis torques-reginae ITEP-024	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Sphaerospermopsis,Sphaerospermopsis torques-reginae
BGC0002149	NRPS.terpene	Others	Aspergillus alliaceus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002152		Others	Pseudomonas protegens Pf-5	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0002153	transAT-PKS.T3PKS	PKSother	Pedosphaera parvula	Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Candidatus Thermopylae
BGC0002154	T1PKS	PKSI	Pyricularia oryzae 70-15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia
BGC0002155	T1PKS	PKSI	Pyricularia oryzae 70-15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia
BGC0002157	NRPS	NRPS	Aspergillus flavus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002158	NRPS	NRPS	Pyricularia oryzae 70-15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia
BGC0002160	NRPS	NRPS	Aspergillus flavus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002161	T1PKS	PKSI	Pestalotiopsis fici W106-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis
BGC0002162		Others	Aspergillus fischeri NRRL 181	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0002163		Others	Fusarium pseudograminearum CS3096	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002164	NRPS	NRPS	Epichloe festucae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Epichloe
BGC0002165	T1PKS	PKSI	Parastagonospora nodorum SN15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Phaeosphaeriaceae,Parastagonospora
BGC0002166	NRPS	NRPS	Metarhizium rileyi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium
BGC0002167	NRPS-like	NRPS	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002168	T1PKS	PKSI	Aspergillus stellatus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002169	NRPS.T1PKS	PKS-NRP_Hybrids	Aspergillus aculeatus ATCC 16872	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002170	T1PKS	PKSI	Aspergillus stellatus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002171	NRPS-like.T1PKS	PKS-NRP_Hybrids	Aspergillus niger ATCC 1015	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002172	NRPS-like.NRPS	NRPS	Fusarium graminearum PH-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002173	terpene	Terpene	Aspergillus fumigatus A1163	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0002175	T1PKS	PKSI	Aspergillus oryzae RIB40	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002177	T1PKS	PKSI	Ustilaginoidea virens	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Ustilaginoidea
BGC0002178	NRPS	NRPS	Fusarium graminearum PH-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002180	T1PKS	PKSI	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0002181		Others	Rhodocybe pseudopiperita	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Entolomataceae,Rhodocybe
BGC0002185	T1PKS	PKSI	Penicillium sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002186	NRPS.T1PKS	PKS-NRP_Hybrids	Fusarium graminearum PH-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002187	T1PKS	PKSI	Pochonia chlamydosporia 170	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Pochonia
BGC0002188	NRPS.T1PKS	PKS-NRP_Hybrids	Fusarium pseudograminearum CS3096	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002190	T1PKS	PKSI	Acremonium chrysogenum ATCC 11550	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreales incertae sedis,Acremonium
BGC0002191	T1PKS	PKSI	Fusarium graminearum PH-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002192	T1PKS	PKSI	fungal sp. No.14919	Eukaryota,Fungi
BGC0002194	T1PKS	PKSI	Epicoccum nigrum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Didymellaceae,Epicoccum
BGC0002195		Others	Aspergillus oryzae RIB40	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002196	T1PKS	PKSI	Penicillium crustosum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002197	NRPS.T1PKS	PKS-NRP_Hybrids	Penicillium crustosum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002198	NRPS	NRPS	Aspergillus terreus var. terreus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002199	NRPS.indole	Others	Aspergillus nanangensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002203	NRPS.T1PKS	PKS-NRP_Hybrids	Beauveria bassiana ARSEF 2860	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria
BGC0002204	NRPS.T1PKS	PKS-NRP_Hybrids	Aspergillus flavipes	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002205	NRPS.T1PKS	PKS-NRP_Hybrids	Parastagonospora nodorum SN15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Phaeosphaeriaceae,Parastagonospora
BGC0002206	T1PKS	PKSI	Trichoderma guizhouense	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma
BGC0002207		Others	Psilocybe cyanescens	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Psilocybe
BGC0002208	NRPS	NRPS	Aspergillus ustus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002209	NRPS-like.T1PKS	PKS-NRP_Hybrids	Aspergillus ustus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002210	NRPS.T1PKS	PKS-NRP_Hybrids	Aspergillus violaceofuscus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002211	T1PKS	PKSI	Paraphaeosphaeria sporulosa	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Massarineae,Didymosphaeriaceae,Paraphaeosphaeria
BGC0002212	NRPS-like.T1PKS	PKS-NRP_Hybrids	Moniliophthora roreri MCA 2997	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Marasmiaceae,Moniliophthora
BGC0002213	T1PKS	PKSI	Punctularia strigosozonata HHB-11173 SS5	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Corticiales,Punctulariaceae,Punctularia
BGC0002214	T1PKS	PKSI	Hydnomerulius pinastri MD-312	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Paxilineae,Paxillaceae,Hydnomerulius
BGC0002215	T1PKS	PKSI	Endocarpon pusillum Z07020	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Verrucariales,Verrucariaceae,Endocarpon
BGC0002216		Others	Trichoderma virens Gv29-8	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma
BGC0002217		Others	Botrytis cinerea T4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis
BGC0002218		Others	Dentipellis sp. KUC8613	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Hericiaceae,Dentipellis,unclassified Dentipellis
BGC0002219		Others	Stereum hirsutum FP-91666 SS1	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stereaceae,Stereum
BGC0002220		Others	Punctularia strigosozonata HHB-11173 SS5	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Corticiales,Punctulariaceae,Punctularia
BGC0002221		Others	Serpula lacrymans var. lacrymans S7.9	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Coniophorineae,Serpulaceae,Serpula
BGC0002222	T1PKS	PKSI	Diffractella curvata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Lasiosphaeriaceae,Diffractella
BGC0002223	T1PKS	PKSI	Scytalidium album	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetes incertae sedis,Scytalidium
BGC0002224	T1PKS	PKSI	Diffractella curvata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Lasiosphaeriaceae,Diffractella
BGC0002225	NRPS	NRPS	Aspergillus aculeatus ATCC 16872	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002226	NRPS.indole	Others	Aspergillus aculeatus ATCC 16872	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002227	T1PKS	PKSI	Aspergillus luchuensis IFO 4308	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002228	T1PKS	PKSI	Colletotrichum incanum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum spaethianum species complex
BGC0002229	T1PKS	PKSI	Aspergillus aculeatus ATCC 16872	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002230	NRPS.T1PKS	PKS-NRP_Hybrids	Tolypocladium sp. 49Y	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Tolypocladium,unclassified Tolypocladium
BGC0002232	NRPS.indole	Others	Claviceps purpurea 20.1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps
BGC0002233	T1PKS	PKSI	Trichoderma virens Gv29-8	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma
BGC0002234	T1PKS.indole	Others	Aspergillus ruber CBS 135680	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002235	NRPS.T1PKS	PKS-NRP_Hybrids	Pyricularia oryzae 70-15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia
BGC0002236	T1PKS	PKSI	Aspergillus oryzae RIB40	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002237	T1PKS	PKSI	Aspergillus oryzae RIB40	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002238	T1PKS	PKSI	Aspergillus oryzae RIB40	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002239	NRPS.T1PKS	PKS-NRP_Hybrids	Acremonium sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreales incertae sedis,Acremonium,unclassified Acremonium
BGC0002240	T1PKS	PKSI	Metarhizium anisopliae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium
BGC0002242	NRPS	NRPS	Aspergillus ustus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
