bgc_name	genome_name	score	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)	Product Prediction
SD_DY_contig_16568199.region001	SD_DY_bin_323	0.5185792374286914	79.39	4.7	67.0	6603	3716170	666	4039	28308	0.875935936	c__Alphaproteobacteria (UID3337)	388	46.67	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Limibaculum;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Limibaculum;s__		hydrogen-cyanide
SD_DY_contig_20700754.region001	SD_DY_bin_53	0.5178608820961873	79.31	3.448	69.9	29449	6957106	349	5723	127495	0.894568647	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__;g__;s__		ranthipeptide
SD_DY_contig_4503502.region001	SD_DY_bin_53	0.5178608753256501	79.31	3.448	69.9	29449	6957106	349	5723	127495	0.894568647	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__;g__;s__		T3PKS
SD_DY_contig_9503705.region001	SD_DY_bin_332	0.5173465147024905	96.7	2.38	62.1	83355	2845859	96	2824	230192	0.925116069	k__Bacteria (UID2495)	147	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__JACCXV01;f__;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__		NRPS-like
SD_DY_contig_6714579.region001	SD_DY_bin_435	0.5172254957476006	93.4	5.494	68.0	41369	4186358	236	3883	207762	0.916529535	k__Bacteria (UID2495)	147	20.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA2982;s__	d__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__;s__		terpene
SD_DY_contig_25612939.region001	SD_DY_bin_513	0.5168773214283148	94.5	5.494	71.1	98852	4294504	89	3727	236298	0.902213887	k__Bacteria (UID2495)	147	16.67	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__		RRE-containing
SD_DY_contig_22131439.region001	SD_DY_bin_513	0.5168773097014004	94.5	5.494	71.1	98852	4294504	89	3727	236298	0.902213887	k__Bacteria (UID2495)	147	16.67	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__		terpene
FJ_XM_contig_27801339.region001	FJ_XM_bin_121	0.51675501954747	75.05	0.745	58.5	23166	2551890	138	2620	99744	0.896932079	f__Rhodobacteraceae (UID3360)	582	80.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseobacter;s__		hserlactone
SD_DY_contig_13978077.region001	SD_DY_bin_289	0.5161248403860585	63.49	7.905	69.2	5184	7930635	1771	7419	58055	0.900466858	k__Bacteria (UID3187)	188	27.27	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		ectoine
SD_DY_contig_5224359.region001	SD_DY_bin_69	0.5154399278731087	89.99	3.148	64.3	89080	4382151	124	4049	255245	0.901542674	c__Gammaproteobacteria (UID4267)	544	11.54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		terpene
SD_DY_contig_25158393.region001	SD_DY_bin_287	0.5142792127192549	89.38	4.273	71.6	43316	5318468	207	4396	218926	0.896474484	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__UBA890;o__UBA890;f__UBA890;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		NRPS
SD_DY_contig_29127221.region001	SD_DY_bin_287	0.5142792127192549	89.38	4.273	71.6	43316	5318468	207	4396	218926	0.896474484	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__UBA890;o__UBA890;f__UBA890;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		lassopeptide.RRE-containing
SD_DY_contig_18591293.region001	SD_DY_bin_287	0.5142792009923407	89.38	4.273	71.6	43316	5318468	207	4396	218926	0.896474484	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__UBA890;o__UBA890;f__UBA890;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		lassopeptide.RRE-containing
ZJ_WZ_contig_25934647.region001	ZJ_WZ_bin_99	0.5137537112332053	88.03	0.854	67.6	43586	3909198	153	3369	132451	0.917546332	k__Bacteria (UID3187)	188	100.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		RRE-containing
SD_DY_contig_24905932.region001	SD_DY_bin_119	0.513501475672332	96.64	7.106	63.0	47741	3636072	203	3374	166269	0.891274298	c__Gammaproteobacteria (UID4202)	481	9.68	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__		hydrogen-cyanide
GD_ZH_contig_25188772.region001	GD_ZH_bin_81	0.5094679747861226	95.06	7.51	68.7	47600	5180508	225	4745	204629	0.894228029	p__Proteobacteria (UID3887)	259	4.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__		betalactone
GD_ZH_contig_25188772.region002	GD_ZH_bin_81	0.5094679747861226	95.06	7.51	68.7	47600	5180508	225	4745	204629	0.894228029	p__Proteobacteria (UID3887)	259	4.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__		NRPS-like
GD_ZH_contig_18011661.region001	GD_ZH_bin_81	0.5094679747861226	95.06	7.51	68.7	47600	5180508	225	4745	204629	0.894228029	p__Proteobacteria (UID3887)	259	4.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__		hydrogen-cyanide
GD_ZH_contig_10997029.region001	GD_ZH_bin_81	0.5094679747861226	95.06	7.51	68.7	47600	5180508	225	4745	204629	0.894228029	p__Proteobacteria (UID3887)	259	4.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__		hydrogen-cyanide
GD_ZH_contig_17844912.region001	GD_ZH_bin_81	0.5094679747861226	95.06	7.51	68.7	47600	5180508	225	4745	204629	0.894228029	p__Proteobacteria (UID3887)	259	4.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__		betalactone
GD_ZH_contig_1550518.region001	GD_ZH_bin_83	0.5086246175287573	86.08	0.931	57.7	14503	2662922	238	2758	50742	0.891129811	c__Alphaproteobacteria (UID3305)	349	33.33	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__CAIYRG01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		RiPP-like
SD_DY_contig_21293606.region001	SD_DY_bin_41	0.5080779895626336	95.7	4.395	69.2	114801	3775365	84	3224	306476	0.899126964	k__Bacteria (UID2495)	147	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__		terpene
SD_DY_contig_7053520.region001	SD_DY_bin_69	0.5080314874976984	89.99	3.148	64.3	89080	4382151	124	4049	255245	0.901542674	c__Gammaproteobacteria (UID4267)	544	11.54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		NAGGN
LN_DD_contig_15547942.region001	LN_DD_bin_43	0.507993026882619	89.55	4.049	62.8	253623	2814999	90	2669	315041	0.906792036	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XN24;f__XN24;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__		betalactone
SD_DY_contig_27717175.region001	SD_DY_bin_255	0.507617728137743	96.59	3.977	68.5	36509	4559297	221	3854	149938	0.916431393	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__SZUA-250;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__		terpene
LN_DD_contig_5281645.region001	LN_DD_bin_1	0.5074047464843111	93.47	6.367	55.5	32388	3648752	176	3333	137628	0.90685416	c__Gammaproteobacteria (UID4202)	481	4.17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__		phosphonate
ZJ_NB_contig_23219189.region001	ZJ_NB_bin_62	0.5073878854223968	92.33	4.941	62.3	46597	3909693	161	3728	175334	0.880586697	c__Gammaproteobacteria (UID4267)	544	4.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RiPP-like
SD_DY_contig_4124005.region001	SD_DY_bin_1	0.5070901765855652	75.5	2.904	61.9	45934	3186754	129	3012	242982	0.863961384	c__Gammaproteobacteria (UID4267)	544	20.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__		NAGGN
LN_DD_contig_21871493.region001	LN_DD_bin_29	0.5064099934768819	86.18	6.37	62.3	69328	3009463	135	2790	221560	0.910422151	c__Gammaproteobacteria (UID4202)	481	11.54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		hydrogen-cyanide
JS_YC_contig_23330129.region001	JS_YC_bin_126	0.5063983027095862	97.8	4.395	62.3	96209	3056350	89	2866	209180	0.902698521	k__Bacteria (UID2495)	147	25.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__JAAXGI01;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__		T3PKS
JS_YC_contig_14481514.region001	JS_YC_bin_126	0.5063983027095862	97.8	4.395	62.3	96209	3056350	89	2866	209180	0.902698521	k__Bacteria (UID2495)	147	25.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__JAAXGI01;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__		RRE-containing
JS_YC_contig_22083760.region001	JS_YC_bin_126	0.5063983027095862	97.8	4.395	62.3	96209	3056350	89	2866	209180	0.902698521	k__Bacteria (UID2495)	147	25.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__JAAXGI01;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__		terpene
LN_DD_contig_20871048.region001	LN_DD_bin_19	0.5054159866126112	57.93	1.724	63.8	39160	2705086	145	2609	187145	0.916274641	k__Bacteria (UID203)	104	100.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		NAGGN
SD_DY_contig_23137355.region001	SD_DY_bin_2	0.5051356875963462	78.44	3.448	65.8	61470	4052713	110	3522	248363	0.904650517	k__Bacteria (UID203)	104	100.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RiPP-like
ZJ_NB_contig_13344857.region001	ZJ_NB_bin_63	0.5050478962615059	94.69	8.814	68.1	49828	3400563	140	3355	201522	0.927020281	c__Betaproteobacteria (UID3971)	425	10.42	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SG8-39;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__		terpene
SD_QD_contig_5006522.region001	SD_QD_bin_218	0.5045317152081179	87.35	3.08	54.7	62327	3503739	130	3351	201503	0.913015735	c__Gammaproteobacteria (UID4267)	544	7.69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__SZUA-117 sp905480255	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__;s__		RiPP-like
SD_DY_contig_2231221.region002	SD_DY_bin_501	0.5043485339944044	85.99	0.854	70.1	33683	4678542	263	3883	116717	0.891917194	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__Mor1;o__JACPZX01;f__JACPZX01;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		hglE-KS
GX_BH_contig_12055568.region001	GX_BH_bin_95	0.5039519445544642	90.9	2.04	63.2	40159	3137700	140	3009	130226	0.925789937	c__Gammaproteobacteria (UID4444)	506	37.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__		terpene
JS_YC_contig_26165720.region001	JS_YC_bin_153	0.5038255198692886	90.96	4.216	58.8	68132	3107683	118	3111	229230	0.888092885	o__Rhizobiales (UID3447)	416	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__		NRPS-like
JS_YC_contig_8509229.region001	JS_YC_bin_153	0.5038255198692886	90.96	4.216	58.8	68132	3107683	118	3111	229230	0.888092885	o__Rhizobiales (UID3447)	416	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__		RiPP-like
GD_ZH_contig_21165519.region001	GD_ZH_bin_243	0.5034871388593741	94.82	6.896	64.2	93076	4043980	102	3797	226087	0.915135527	k__Bacteria (UID203)	104	25.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		terpene
HN_SY_contig_18244650.region001	HN_SY_bin_19	0.5033144518741031	94.87	1.346	62.5	28331	3319689	221	3215	130462	0.917973782	c__Gammaproteobacteria (UID4444)	506	33.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__		RiPP-like
SD_QD_contig_15793187.region001	SD_QD_bin_203	0.5031796148144967	88.1	1.863	56.8	66389	2758301	87	2821	193166	0.886206751	p__Proteobacteria (UID3882)	261	25.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RiPP-like
GD_ZH_contig_7615084.region001	GD_ZH_bin_12	0.5026353193520157	98.79	3.475	67.1	63386	4715509	116	3680	208869	0.886043019	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__GCA-002687715;o__GCA-002687715;f__GCA-002687715;g__;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__		terpene
JS_YC_contig_8132437.region001	JS_YC_bin_99	0.5024810157968467	92.06	2.083	48.6	16978	3691466	328	3561	83284	0.866001002	c__Deltaproteobacteria (UID3217)	280	25.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__MADRE3;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction	RiPP-like
JS_YC_contig_21585476.region001	JS_YC_bin_24	0.5021890000677537	91.41	2.272	57.3	35734	4600741	214	3763	129536	0.909126437	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__SZUA-567;o__SZUA-567;f__SZUA-567;g__;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__		RRE-containing
SD_QD_contig_4090016.region001	SD_QD_bin_216	0.5000970507654849	93.65	4.196	53.6	104464	3475075	65	3105	317126	0.902007942	c__Gammaproteobacteria (UID4202)	481	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__		RiPP-like
